1,6500,22.5,26,15,0.3,0,2,0,150,5,15,0.5,1.2,2.493,-0.009
2,6500,22.5,26,15,0.3,0,2,0,150,5,15,0.5,1,2.344,-0.01
3,6500,22.5,26,15,0.3,0,2,0,150,5,15,0.5,0.8,2.166,-0.012
4,6500,22.5,26,15,0.3,0,2,0,150,5,15,0.7,1.2,2.181,-0.011
5,6500,22.5,26,15,0.3,0,2,0,150,5,15,0.7,1,1.981,-0.012
6,6500,22.5,26,15,0.3,0,2,0,150,5,15,0.7,0.8,1.765,-0.014
7,6500,22.5,26,15,0.3,0,2,0,150,5,15,0.9,1.2,2.246,-0.015
8,6500,22.5,26,15,0.3,0,2,0,150,5,15,0.9,1,2.072,-0.016
9,6500,22.5,26,15,0.3,0,2,0,150,5,15,0.9,0.8,1.88,-0.019
10,6500,22.5,26,15,0.3,0,2,0,150,10,15,0.5,1.2,2.62,-0.006
11,6500,22.5,26,15,0.3,0,2,0,150,10,15,0.5,1,2.466,-0.007
12,6500,22.5,26,15,0.3,0,2,0,150,10,15,0.5,0.8,2.311,-0.008
13,6500,22.5,26,15,0.3,0,2,0,150,10,15,0.7,1.2,2.306,-0.008
14,6500,22.5,26,15,0.3,0,2,0,150,10,15,0.7,1,2.172,-0.008
15,6500,22.5,26,15,0.3,0,2,0,150,10,15,0.7,0.8,1.926,-0.009
16,6500,22.5,26,15,0.3,0,2,0,150,10,15,0.9,1.2,2.329,-0.01
17,6500,22.5,26,15,0.3,0,2,0,150,10,15,0.9,1,2.182,-0.01
18,6500,22.5,26,15,0.3,0,2,0,150,10,15,0.9,0.8,2.039,-0.011
19,6500,22.5,26,15,0.3,0,4,0,150,5,15,0.5,1.2,2.095,-0.022
20,6500,22.5,26,15,0.3,0,4,0,150,5,15,0.5,1,1.951,-0.022
21,6500,22.5,26,15,0.3,0,4,0,150,5,15,0.5,0.8,1.811,-0.024
22,6500,22.5,26,15,0.3,0,4,0,150,5,15,0.7,1.2,1.938,-0.025
23,6500,22.5,26,15,0.3,0,4,0,150,5,15,0.7,1,1.792,-0.029
24,6500,22.5,26,15,0.3,0,4,0,150,5,15,0.7,0.8,1.637,-0.03
25,6500,22.5,26,15,0.3,0,4,0,150,5,15,0.9,1.2,1.782,-0.03
26,6500,22.5,26,15,0.3,0,4,0,150,5,15,0.9,1,1.628,-0.033
27,6500,22.5,26,15,0.3,0,4,0,150,5,15,0.9,0.8,1.507,-0.039
28,6500,22.5,26,15,0.3,0,4,0,150,10,15,0.5,1.2,2.161,-0.015
29,6500,22.5,26,15,0.3,0,4,0,150,10,15,0.5,1,2.02,-0.017
30,6500,22.5,26,15,0.3,0,4,0,150,10,15,0.5,0.8,1.876,-0.018
31,6500,22.5,26,15,0.3,0,4,0,150,10,15,0.7,1.2,2.023,-0.017
32,6500,22.5,26,15,0.3,0,4,0,150,10,15,0.7,1,1.889,-0.019
33,6500,22.5,26,15,0.3,0,4,0,150,10,15,0.7,0.8,1.698,-0.022
34,6500,22.5,26,15,0.3,0,4,0,150,10,15,0.9,1.2,1.884,-0.021
35,6500,22.5,26,15,0.3,0,4,0,150,10,15,0.9,1,1.691,-0.024
36,6500,22.5,26,15,0.3,0,4,0,150,10,15,0.9,0.8,1.556,-0.026
37,6500,22.5,26,15,0.3,0,6,0,150,5,15,0.5,1.2,1.845,-0.043
38,6500,22.5,26,15,0.3,0,6,0,150,5,15,0.5,1,1.7,-0.047
39,6500,22.5,26,15,0.3,0,6,0,150,5,15,0.5,0.8,1.572,-0.052
40,6500,22.5,26,15,0.3,0,6,0,150,5,15,0.7,1.2,1.726,-0.049
41,6500,22.5,26,15,0.3,0,6,0,150,5,15,0.7,1,1.606,-0.053
42,6500,22.5,26,15,0.3,0,6,0,150,5,15,0.7,0.8,1.409,-0.061
43,6500,22.5,26,15,0.3,0,6,0,150,5,15,0.9,1.2,1.566,-0.055
44,6500,22.5,26,15,0.3,0,6,0,150,5,15,0.9,1,1.436,-0.062
45,6500,22.5,26,15,0.3,0,6,0,150,5,15,0.9,0.8,1.289,-0.179
46,6500,22.5,26,15,0.3,0,6,0,150,10,15,0.5,1.2,1.887,-0.03
47,6500,22.5,26,15,0.3,0,6,0,150,10,15,0.5,1,1.752,-0.033
48,6500,22.5,26,15,0.3,0,6,0,150,10,15,0.5,0.8,1.609,-0.036
49,6500,22.5,26,15,0.3,0,6,0,150,10,15,0.7,1.2,1.798,-0.034
50,6500,22.5,26,15,0.3,0,6,0,150,10,15,0.7,1,1.673,-0.038
51,6500,22.5,26,15,0.3,0,6,0,150,10,15,0.7,0.8,1.492,-0.042
52,6500,22.5,26,15,0.3,0,6,0,150,10,15,0.9,1.2,1.661,-0.039
53,6500,22.5,26,15,0.3,0,6,0,150,10,15,0.9,1,1.456,-0.043
54,6500,22.5,26,15,0.3,0,6,0,150,10,15,0.9,0.8,1.363,-0.047
55,6500,22.5,26,15,0.3,0,8,0,150,5,15,0.5,1.2,1.698,-0.072
56,6500,22.5,26,15,0.3,0,8,0,150,5,15,0.5,1,1.532,-0.078
57,6500,22.5,26,15,0.3,0,8,0,150,5,15,0.5,0.8,1.35,-0.087
58,6500,22.5,26,15,0.3,0,8,0,150,5,15,0.7,1.2,1.537,-0.079
59,6500,22.5,26,15,0.3,0,8,0,150,5,15,0.7,1,1.387,-0.086
60,6500,22.5,26,15,0.3,0,8,0,150,5,15,0.7,0.8,1.216,-0.1
61,6500,22.5,26,15,0.3,0,8,0,150,5,15,0.9,1.2,1.307,-0.088
62,6500,22.5,26,15,0.3,0,8,0,150,5,15,0.9,1,1.155,-0.098
63,6500,22.5,26,15,0.3,0,8,0,150,5,15,0.9,0.8,0,-0.097
64,6500,22.5,26,15,0.3,0,8,0,150,10,15,0.5,1.2,1.732,-0.051
65,6500,22.5,26,15,0.3,0,8,0,150,10,15,0.5,1,1.582,-0.054
66,6500,22.5,26,15,0.3,0,8,0,150,10,15,0.5,0.8,1.426,-0.059
67,6500,22.5,26,15,0.3,0,8,0,150,10,15,0.7,1.2,1.642,-0.056
68,6500,22.5,26,15,0.3,0,8,0,150,10,15,0.7,1,1.457,-0.06
69,6500,22.5,26,15,0.3,0,8,0,150,10,15,0.7,0.8,1.277,-0.067
70,6500,22.5,26,15,0.3,0,8,0,150,10,15,0.9,1.2,1.392,-0.061
71,6500,22.5,26,15,0.3,0,8,0,150,10,15,0.9,1,1.238,-0.068
72,6500,22.5,26,15,0.3,0,8,0,150,10,15,0.9,0.8,1.065,-0.081
73,6500,22.5,26,15,0.3,0,10,0,150,5,15,0.5,1.2,1.619,-0.106
74,6500,22.5,26,15,0.3,0,10,0,150,5,15,0.5,1,1.46,-0.115
75,6500,22.5,26,15,0.3,0,10,0,150,5,15,0.5,0.8,1.279,-0.131
76,6500,22.5,26,15,0.3,0,10,0,150,5,15,0.7,1.2,1.399,-0.115
77,6500,22.5,26,15,0.3,0,10,0,150,5,15,0.7,1,1.26,-0.128
78,6500,22.5,26,15,0.3,0,10,0,150,5,15,0.7,0.8,1.091,-0.161
79,6500,22.5,26,15,0.3,0,10,0,150,5,15,0.9,1.2,1.306,-0.126
80,6500,22.5,26,15,0.3,0,10,0,150,5,15,0.9,1,1.168,-0.141
81,6500,22.5,26,15,0.3,0,10,0,150,5,15,0.9,0.8,0,-0.126
82,6500,22.5,26,15,0.3,0,10,0,150,10,15,0.5,1.2,1.657,-0.074
83,6500,22.5,26,15,0.3,0,10,0,150,10,15,0.5,1,1.493,-0.08
84,6500,22.5,26,15,0.3,0,10,0,150,10,15,0.5,0.8,1.329,-0.088
85,6500,22.5,26,15,0.3,0,10,0,150,10,15,0.7,1.2,1.468,-0.081
86,6500,22.5,26,15,0.3,0,10,0,150,10,15,0.7,1,1.335,-0.089
87,6500,22.5,26,15,0.3,0,10,0,150,10,15,0.7,0.8,1.146,-0.102
