column_name,angle,,C,E,FAng,Gam,Len,Neu,Plthk,Sp,phi
Gam,-0.43,,0,0,0,-0.43,0,0,0,0,0
Len,0.56,,0,0,0,0,0.56,0,0,0,0
Neu,0.02,,0,0,0,0,0,0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.26,,0,0,0,0,0,0,0,-0.26,0
phi,0.85,,0,0,0,0,0,0,0,0,0.85
C,0.66,,0.66,0,0,0,0,0,0,0,0
E,0.05,,0,0.05,0,0,0,0,0,0,0
FAng,2.44,,0,0,2.44,0,0,0,0,0,0
Gam,-0.43,,0,0,0,-0.43,0,0,0,0,0
Len,0.47,,0,0,0,0,0.47,0,0,0,0
Neu,-0.04,,0,0,0,0,0,-0.04,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.27,,0,0,0,0,0,0,0,-0.27,0
phi,0.64,,0,0,0,0,0,0,0,0,0.64
C,0.65,,0.65,0,0,0,0,0,0,0,0
E,0,,0,0,0,0,0,0,0,0,0
FAng,0.12,,0,0,0.12,0,0,0,0,0,0
Gam,-0.42,,0,0,0,-0.42,0,0,0,0,0
Len,0.37,,0,0,0,0,0.37,0,0,0,0
Neu,0.04,,0,0,0,0,0,0.04,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.26,,0,0,0,0,0,0,0,-0.26,0
phi,0.68,,0,0,0,0,0,0,0,0,0.68
C,0.68,,0.68,0,0,0,0,0,0,0,0
E,-0.05,,0,-0.05,0,0,0,0,0,0,0
FAng,0.1,,0,0,0.1,0,0,0,0,0,0
Gam,-0.45,,0,0,0,-0.45,0,0,0,0,0
Len,0.54,,0,0,0,0,0.54,0,0,0,0
Neu,0.07,,0,0,0,0,0,0.07,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.33,,0,0,0,0,0,0,0,-0.33,0
phi,0.82,,0,0,0,0,0,0,0,0,0.82
C,1.4,,1.4,0,0,0,0,0,0,0,0
E,-0.07,,0,-0.07,0,0,0,0,0,0,0
FAng,0.1,,0,0,0.1,0,0,0,0,0,0
Gam,-0.47,,0,0,0,-0.47,0,0,0,0,0
Len,0.45,,0,0,0,0,0.45,0,0,0,0
Neu,0.09,,0,0,0,0,0,0.09,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.34,,0,0,0,0,0,0,0,-0.34,0
phi,0.8,,0,0,0,0,0,0,0,0,0.8
C,1.29,,1.29,0,0,0,0,0,0,0,0
E,-0.07,,0,-0.07,0,0,0,0,0,0,0
FAng,0.13,,0,0,0.13,0,0,0,0,0,0
Gam,-0.37,,0,0,0,-0.37,0,0,0,0,0
Len,0.36,,0,0,0,0,0.36,0,0,0,0
Neu,0.04,,0,0,0,0,0,0.04,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.33,,0,0,0,0,0,0,0,-0.33,0
phi,0.6,,0,0,0,0,0,0,0,0,0.6
C,0.63,,0.63,0,0,0,0,0,0,0,0
E,0.06,,0,0.06,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.51,,0,0,0,-0.51,0,0,0,0,0
Len,0.54,,0,0,0,0,0.54,0,0,0,0
Neu,-0.06,,0,0,0,0,0,-0.06,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.2,,0,0,0,0,0,0,0,-0.2,0
phi,0.82,,0,0,0,0,0,0,0,0,0.82
C,0.6,,0.6,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.39,,0,0,0,-0.39,0,0,0,0,0
Len,0.45,,0,0,0,0,0.45,0,0,0,0
Neu,-0.02,,0,0,0,0,0,-0.02,0,0,0
Plthk,-0.02,,0,0,0,0,0,0,-0.02,0,0
Sp,-0.2,,0,0,0,0,0,0,0,-0.2,0
phi,0.77,,0,0,0,0,0,0,0,0,0.77
C,0.62,,0.62,0,0,0,0,0,0,0,0
E,0.01,,0,0.01,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.45,,0,0,0,-0.45,0,0,0,0,0
Len,0.36,,0,0,0,0,0.36,0,0,0,0
Neu,0.01,,0,0,0,0,0,0.01,0,0,0
Plthk,0.03,,0,0,0,0,0,0,0.03,0,0
Sp,-0.22,,0,0,0,0,0,0,0,-0.22,0
phi,0.74,,0,0,0,0,0,0,0,0,0.74
C,0.64,,0.64,0,0,0,0,0,0,0,0
E,-0.03,,0,-0.03,0,0,0,0,0,0,0
FAng,0.05,,0,0,0.05,0,0,0,0,0,0
Gam,-0.45,,0,0,0,-0.45,0,0,0,0,0
Len,0.57,,0,0,0,0,0.57,0,0,0,0
Neu,-0.01,,0,0,0,0,0,-0.01,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.29,,0,0,0,0,0,0,0,-0.29,0
phi,0.82,,0,0,0,0,0,0,0,0,0.82
C,0.63,,0.63,0,0,0,0,0,0,0,0
E,0,,0,0,0,0,0,0,0,0,0
FAng,0.05,,0,0,0.05,0,0,0,0,0,0
Gam,-0.42,,0,0,0,-0.42,0,0,0,0,0
Len,0.48,,0,0,0,0,0.48,0,0,0,0
Neu,-0.03,,0,0,0,0,0,-0.03,0,0,0
Plthk,2.33,,0,0,0,0,0,0,2.33,0,0
Sp,-0.28,,0,0,0,0,0,0,0,-0.28,0
phi,0.67,,0,0,0,0,0,0,0,0,0.67
C,1.33,,1.33,0,0,0,0,0,0,0,0
E,-0.07,,0,-0.07,0,0,0,0,0,0,0
FAng,0.06,,0,0,0.06,0,0,0,0,0,0
Gam,-0.4,,0,0,0,-0.4,0,0,0,0,0
Len,0.38,,0,0,0,0,0.38,0,0,0,0
Neu,0.07,,0,0,0,0,0,0.07,0,0,0
Plthk,0.02,,0,0,0,0,0,0,0.02,0,0
Sp,-0.31,,0,0,0,0,0,0,0,-0.31,0
phi,0.66,,0,0,0,0,0,0,0,0,0.66
C,0.68,,0.68,0,0,0,0,0,0,0,0
E,-0.05,,0,-0.05,0,0,0,0,0,0,0
FAng,0.05,,0,0,0.05,0,0,0,0,0,0
Gam,-0.44,,0,0,0,-0.44,0,0,0,0,0
Len,0.57,,0,0,0,0,0.57,0,0,0,0
Neu,0.01,,0,0,0,0,0,0.01,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.37,,0,0,0,0,0,0,0,-0.37,0
phi,0.71,,0,0,0,0,0,0,0,0,0.71
C,1.34,,1.34,0,0,0,0,0,0,0,0
E,-0.04,,0,-0.04,0,0,0,0,0,0,0
FAng,0.05,,0,0,0.05,0,0,0,0,0,0
Gam,-0.43,,0,0,0,-0.43,0,0,0,0,0
Len,0.47,,0,0,0,0,0.47,0,0,0,0
Neu,0.08,,0,0,0,0,0,0.08,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.36,,0,0,0,0,0,0,0,-0.36,0
phi,0.68,,0,0,0,0,0,0,0,0,0.68
C,1.22,,1.22,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.06,,0,0,0.06,0,0,0,0,0,0
Gam,-0.44,,0,0,0,-0.44,0,0,0,0,0
Len,0.38,,0,0,0,0,0.38,0,0,0,0
Neu,-0.03,,0,0,0,0,0,-0.03,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.39,,0,0,0,0,0,0,0,-0.39,0
phi,0.57,,0,0,0,0,0,0,0,0,0.57
C,0.62,,0.62,0,0,0,0,0,0,0,0
E,-0.06,,0,-0.06,0,0,0,0,0,0,0
FAng,0.06,,0,0,0.06,0,0,0,0,0,0
Gam,-0.41,,0,0,0,-0.41,0,0,0,0,0
Len,0.51,,0,0,0,0,0.51,0,0,0,0
Neu,0,,0,0,0,0,0,0,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.18,,0,0,0,0,0,0,0,-0.18,0
phi,0.93,,0,0,0,0,0,0,0,0,0.93
C,0.58,,0.58,0,0,0,0,0,0,0,0
E,-0.03,,0,-0.03,0,0,0,0,0,0,0
FAng,0.07,,0,0,0.07,0,0,0,0,0,0
Gam,-0.35,,0,0,0,-0.35,0,0,0,0,0
Len,0.43,,0,0,0,0,0.43,0,0,0,0
Neu,0.11,,0,0,0,0,0,0.11,0,0,0
Plthk,-0.01,,0,0,0,0,0,0,-0.01,0,0
Sp,-0.18,,0,0,0,0,0,0,0,-0.18,0
phi,0.82,,0,0,0,0,0,0,0,0,0.82
C,0.63,,0.63,0,0,0,0,0,0,0,0
E,-0.05,,0,-0.05,0,0,0,0,0,0,0
FAng,0.08,,0,0,0.08,0,0,0,0,0,0
Gam,-0.34,,0,0,0,-0.34,0,0,0,0,0
Len,0.34,,0,0,0,0,0.34,0,0,0,0
Neu,-0.03,,0,0,0,0,0,-0.03,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.19,,0,0,0,0,0,0,0,-0.19,0
phi,0.72,,0,0,0,0,0,0,0,0,0.72
C,0.61,,0.61,0,0,0,0,0,0,0,0
E,0.01,,0,0.01,0,0,0,0,0,0,0
FAng,0.1,,0,0,0.1,0,0,0,0,0,0
Gam,-0.43,,0,0,0,-0.43,0,0,0,0,0
Len,0.55,,0,0,0,0,0.55,0,0,0,0
Neu,-0.01,,0,0,0,0,0,-0.01,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.25,,0,0,0,0,0,0,0,-0.25,0
phi,0.77,,0,0,0,0,0,0,0,0,0.77
C,0.65,,0.65,0,0,0,0,0,0,0,0
E,-0.01,,0,-0.01,0,0,0,0,0,0,0
FAng,0.1,,0,0,0.1,0,0,0,0,0,0
Gam,-0.45,,0,0,0,-0.45,0,0,0,0,0
Len,0.46,,0,0,0,0,0.46,0,0,0,0
Neu,-0.04,,0,0,0,0,0,-0.04,0,0,0
Plthk,-0.01,,0,0,0,0,0,0,-0.01,0,0
Sp,-0.25,,0,0,0,0,0,0,0,-0.25,0
phi,0.71,,0,0,0,0,0,0,0,0,0.71
C,0.65,,0.65,0,0,0,0,0,0,0,0
E,0.01,,0,0.01,0,0,0,0,0,0,0
FAng,0.11,,0,0,0.11,0,0,0,0,0,0
Gam,-0.43,,0,0,0,-0.43,0,0,0,0,0
Len,0.37,,0,0,0,0,0.37,0,0,0,0
Neu,-0.01,,0,0,0,0,0,-0.01,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.27,,0,0,0,0,0,0,0,-0.27,0
phi,0.62,,0,0,0,0,0,0,0,0,0.62
C,0.69,,0.69,0,0,0,0,0,0,0,0
E,0.02,,0,0.02,0,0,0,0,0,0,0
FAng,0.1,,0,0,0.1,0,0,0,0,0,0
Gam,-0.4,,0,0,0,-0.4,0,0,0,0,0
Len,0.54,,0,0,0,0,0.54,0,0,0,0
Neu,-0.02,,0,0,0,0,0,-0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.32,,0,0,0,0,0,0,0,-0.32,0
phi,0.82,,0,0,0,0,0,0,0,0,0.82
C,1.4,,1.4,0,0,0,0,0,0,0,0
E,-0.04,,0,-0.04,0,0,0,0,0,0,0
FAng,0.1,,0,0,0.1,0,0,0,0,0,0
Gam,-0.45,,0,0,0,-0.45,0,0,0,0,0
Len,0.45,,0,0,0,0,0.45,0,0,0,0
Neu,0.04,,0,0,0,0,0,0.04,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.33,,0,0,0,0,0,0,0,-0.33,0
phi,0.75,,0,0,0,0,0,0,0,0,0.75
C,1.29,,1.29,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.12,,0,0,0.12,0,0,0,0,0,0
Gam,-0.38,,0,0,0,-0.38,0,0,0,0,0
Len,0.36,,0,0,0,0,0.36,0,0,0,0
Neu,0.02,,0,0,0,0,0,0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.34,,0,0,0,0,0,0,0,-0.34,0
phi,0.5,,0,0,0,0,0,0,0,0,0.5
C,0.39,,0.39,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.26,,0,0,0,-0.26,0,0,0,0,0
Len,0.51,,0,0,0,0,0.51,0,0,0,0
Neu,-0.06,,0,0,0,0,0,-0.06,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.2,,0,0,0,0,0,0,0,-0.2,0
phi,0.83,,0,0,0,0,0,0,0,0,0.83
C,0.36,,0.36,0,0,0,0,0,0,0,0
E,-0.04,,0,-0.04,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.23,,0,0,0,-0.23,0,0,0,0,0
Len,0.43,,0,0,0,0,0.43,0,0,0,0
Neu,-0.1,,0,0,0,0,0,-0.1,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.19,,0,0,0,0,0,0,0,-0.19,0
phi,0.73,,0,0,0,0,0,0,0,0,0.73
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,0.01,,0,0.01,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.2,,0,0,0,-0.2,0,0,0,0,0
Len,0.34,,0,0,0,0,0.34,0,0,0,0
Neu,-0.05,,0,0,0,0,0,-0.05,0,0,0
Plthk,-0.04,,0,0,0,0,0,0,-0.04,0,0
Sp,-0.26,,0,0,0,0,0,0,0,-0.26,0
phi,0.6,,0,0,0,0,0,0,0,0,0.6
C,0.39,,0.39,0,0,0,0,0,0,0,0
E,0,,0,0,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.32,,0,0,0,-0.32,0,0,0,0,0
Len,0.5,,0,0,0,0,0.5,0,0,0,0
Neu,0.02,,0,0,0,0,0,0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.27,,0,0,0,0,0,0,0,-0.27,0
phi,0.71,,0,0,0,0,0,0,0,0,0.71
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,0.01,,0,0.01,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.44,,0,0,0,-0.44,0,0,0,0,0
Len,0.42,,0,0,0,0,0.42,0,0,0,0
Neu,0.04,,0,0,0,0,0,0.04,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.26,,0,0,0,0,0,0,0,-0.26,0
phi,0.5,,0,0,0,0,0,0,0,0,0.5
C,0.8,,0.8,0,0,0,0,0,0,0,0
E,-0.08,,0,-0.08,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.32,,0,0,0,-0.32,0,0,0,0,0
Len,0.33,,0,0,0,0,0.33,0,0,0,0
Neu,0.17,,0,0,0,0,0,0.17,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.36,,0,0,0,0,0,0,0,-0.36,0
phi,0.29,,0,0,0,0,0,0,0,0,0.29
C,0.39,,0.39,0,0,0,0,0,0,0,0
E,-0.07,,0,-0.07,0,0,0,0,0,0,0
FAng,0.06,,0,0,0.06,0,0,0,0,0,0
Gam,-0.25,,0,0,0,-0.25,0,0,0,0,0
Len,0.66,,0,0,0,0,0.66,0,0,0,0
Neu,-0.08,,0,0,0,0,0,-0.08,0,0,0
Plthk,0.02,,0,0,0,0,0,0,0.02,0,0
Sp,-0.35,,0,0,0,0,0,0,0,-0.35,0
phi,0.74,,0,0,0,0,0,0,0,0,0.74
C,0.8,,0.8,0,0,0,0,0,0,0,0
E,-0.06,,0,-0.06,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.27,,0,0,0,-0.27,0,0,0,0,0
Len,0.55,,0,0,0,0,0.55,0,0,0,0
Neu,0.05,,0,0,0,0,0,0.05,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.34,,0,0,0,0,0,0,0,-0.34,0
phi,0.47,,0,0,0,0,0,0,0,0,0.47
C,0.73,,0.73,0,0,0,0,0,0,0,0
E,-0.19,,0,-0.19,0,0,0,0,0,0,0
FAng,0.1,,0,0,0.1,0,0,0,0,0,0
Gam,-0.32,,0,0,0,-0.32,0,0,0,0,0
Len,0.44,,0,0,0,0,0.44,0,0,0,0
Neu,-0.16,,0,0,0,0,0,-0.16,0,0,0
Plthk,0.04,,0,0,0,0,0,0,0.04,0,0
Sp,-0.46,,0,0,0,0,0,0,0,-0.46,0
phi,0.77,,0,0,0,0,0,0,0,0,0.77
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,-0.01,,0,-0.01,0,0,0,0,0,0,0
FAng,0.07,,0,0,0.07,0,0,0,0,0,0
Gam,-0.28,,0,0,0,-0.28,0,0,0,0,0
Len,0.48,,0,0,0,0,0.48,0,0,0,0
Neu,-0.08,,0,0,0,0,0,-0.08,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.17,,0,0,0,0,0,0,0,-0.17,0
phi,0.8,,0,0,0,0,0,0,0,0,0.8
C,0.36,,0.36,0,0,0,0,0,0,0,0
E,-0.03,,0,-0.03,0,0,0,0,0,0,0
FAng,0.07,,0,0,0.07,0,0,0,0,0,0
Gam,-0.32,,0,0,0,-0.32,0,0,0,0,0
Len,0.4,,0,0,0,0,0.4,0,0,0,0
Neu,-0.06,,0,0,0,0,0,-0.06,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.19,,0,0,0,0,0,0,0,-0.19,0
phi,0.7,,0,0,0,0,0,0,0,0,0.7
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,-0.01,,0,-0.01,0,0,0,0,0,0,0
FAng,0.09,,0,0,0.09,0,0,0,0,0,0
Gam,-0.27,,0,0,0,-0.27,0,0,0,0,0
Len,0.32,,0,0,0,0,0.32,0,0,0,0
Neu,-0.03,,0,0,0,0,0,-0.03,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.19,,0,0,0,0,0,0,0,-0.19,0
phi,0.69,,0,0,0,0,0,0,0,0,0.69
C,0.37,,0.37,0,0,0,0,0,0,0,0
E,-0.01,,0,-0.01,0,0,0,0,0,0,0
FAng,0.08,,0,0,0.08,0,0,0,0,0,0
Gam,-0.31,,0,0,0,-0.31,0,0,0,0,0
Len,0.49,,0,0,0,0,0.49,0,0,0,0
Neu,-0.02,,0,0,0,0,0,-0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.24,,0,0,0,0,0,0,0,-0.24,0
phi,0.79,,0,0,0,0,0,0,0,0,0.79
C,0.39,,0.39,0,0,0,0,0,0,0,0
E,-0.05,,0,-0.05,0,0,0,0,0,0,0
FAng,0.08,,0,0,0.08,0,0,0,0,0,0
Gam,-0.28,,0,0,0,-0.28,0,0,0,0,0
Len,0.41,,0,0,0,0,0.41,0,0,0,0
Neu,-0.02,,0,0,0,0,0,-0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.27,,0,0,0,0,0,0,0,-0.27,0
phi,0.69,,0,0,0,0,0,0,0,0,0.69
C,0.39,,0.39,0,0,0,0,0,0,0,0
E,0.01,,0,0.01,0,0,0,0,0,0,0
FAng,0.08,,0,0,0.08,0,0,0,0,0,0
Gam,-0.35,,0,0,0,-0.35,0,0,0,0,0
Len,0.33,,0,0,0,0,0.33,0,0,0,0
Neu,0.02,,0,0,0,0,0,0.02,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.26,,0,0,0,0,0,0,0,-0.26,0
phi,0.61,,0,0,0,0,0,0,0,0,0.61
C,0.42,,0.42,0,0,0,0,0,0,0,0
E,-0.03,,0,-0.03,0,0,0,0,0,0,0
FAng,0.11,,0,0,0.11,0,0,0,0,0,0
Gam,-0.31,,0,0,0,-0.31,0,0,0,0,0
Len,0.53,,0,0,0,0,0.53,0,0,0,0
Neu,0.03,,0,0,0,0,0,0.03,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.3,,0,0,0,0,0,0,0,-0.3,0
phi,0.7,,0,0,0,0,0,0,0,0,0.7
C,0.85,,0.85,0,0,0,0,0,0,0,0
E,-0.05,,0,-0.05,0,0,0,0,0,0,0
FAng,0.07,,0,0,0.07,0,0,0,0,0,0
Gam,-0.84,,0,0,0,-0.84,0,0,0,0,0
Len,0.44,,0,0,0,0,0.44,0,0,0,0
Neu,0.09,,0,0,0,0,0,0.09,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.35,,0,0,0,0,0,0,0,-0.35,0
phi,0.61,,0,0,0,0,0,0,0,0,0.61
C,0.78,,0.78,0,0,0,0,0,0,0,0
E,-0.05,,0,-0.05,0,0,0,0,0,0,0
FAng,0.2,,0,0,0.2,0,0,0,0,0,0
Gam,-0.19,,0,0,0,-0.19,0,0,0,0,0
Len,0.35,,0,0,0,0,0.35,0,0,0,0
Neu,0.04,,0,0,0,0,0,0.04,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.34,,0,0,0,0,0,0,0,-0.34,0
phi,0.62,,0,0,0,0,0,0,0,0,0.62
C,0.37,,0.37,0,0,0,0,0,0,0,0
E,0.03,,0,0.03,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.28,,0,0,0,-0.28,0,0,0,0,0
Len,0.64,,0,0,0,0,0.64,0,0,0,0
Neu,0,,0,0,0,0,0,0,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.17,,0,0,0,0,0,0,0,-0.17,0
phi,0.8,,0,0,0,0,0,0,0,0,0.8
C,0.33,,0.33,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.27,,0,0,0,-0.27,0,0,0,0,0
Len,0.53,,0,0,0,0,0.53,0,0,0,0
Neu,-0.07,,0,0,0,0,0,-0.07,0,0,0
Plthk,0.01,,0,0,0,0,0,0,0.01,0,0
Sp,-0.18,,0,0,0,0,0,0,0,-0.18,0
phi,0.75,,0,0,0,0,0,0,0,0,0.75
C,0.37,,0.37,0,0,0,0,0,0,0,0
E,-0.3,,0,-0.3,0,0,0,0,0,0,0
FAng,0.08,,0,0,0.08,0,0,0,0,0,0
Gam,0.05,,0,0,0,0.05,0,0,0,0,0
Len,0.43,,0,0,0,0,0.43,0,0,0,0
Neu,-0.34,,0,0,0,0,0,-0.34,0,0,0
Plthk,-0.08,,0,0,0,0,0,0,-0.08,0,0
Sp,-0.16,,0,0,0,0,0,0,0,-0.16,0
phi,0.9,,0,0,0,0,0,0,0,0,0.9
C,0.38,,0.38,0,0,0,0,0,0,0,0
E,-0.05,,0,-0.05,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.31,,0,0,0,-0.31,0,0,0,0,0
Len,0.45,,0,0,0,0,0.45,0,0,0,0
Neu,-0.02,,0,0,0,0,0,-0.02,0,0,0
Plthk,-0.01,,0,0,0,0,0,0,-0.01,0,0
Sp,-0.24,,0,0,0,0,0,0,0,-0.24,0
phi,0.83,,0,0,0,0,0,0,0,0,0.83
C,0.37,,0.37,0,0,0,0,0,0,0,0
E,-0.01,,0,-0.01,0,0,0,0,0,0,0
FAng,0.04,,0,0,0.04,0,0,0,0,0,0
Gam,-0.32,,0,0,0,-0.32,0,0,0,0,0
Len,0.38,,0,0,0,0,0.38,0,0,0,0
Neu,-0.01,,0,0,0,0,0,-0.01,0,0,0
Plthk,0,,0,0,0,0,0,0,0,0,0
Sp,-0.25,,0,0,0,0,0,0,0,-0.25,0
phi,0.63,,0,0,0,0,0,0,0,0,0.63
C,0.81,,0.81,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.33,,0,0,0,-0.33,0,0,0,0,0
Len,0.3,,0,0,0,0,0.3,0,0,0,0
Neu,0.06,,0,0,0,0,0,0.06,0,0,0
Plthk,0.02,,0,0,0,0,0,0,0.02,0,0
Sp,-0.22,,0,0,0,0,0,0,0,-0.22,0
phi,0.27,,0,0,0,0,0,0,0,0,0.27
C,0.41,,0.41,0,0,0,0,0,0,0,0
E,-0.02,,0,-0.02,0,0,0,0,0,0,0
FAng,0.03,,0,0,0.03,0,0,0,0,0,0
Gam,-0.35,,0,0,0,-0.35,0,0,0,0,0
Len,0.6,,0,0,0,0,0.6,0,0,0,0
